PRESIDENT 1960 State Summary
,
Office,RaceDate,CensusPop,Area,ElectoralRepVotes,ElectoralDemVotes,ElectoralOtherVotes,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,OtherDetail,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,PopularRaceNotes,ElectoralRaceNotes
President,19601108,N/A,Georgia,0,12,0,"733,349","274,472","Nixon, Richard M. ",Challenger,"458,638","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,239,,"184,166",D,37.43,62.54,.00,.03,37.44,62.56,,,
President,19601108,N/A,Hawaii,0,3,0,"184,705","92,295","Nixon, Richard M. ",Challenger,"92,410","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,N/A,,115,D,49.97,50.03,.00,.00,49.97,50.03,,,
President,19601108,N/A,Idaho,4,0,0,"300,450","161,597","Nixon, Richard M. ",Challenger,"138,853","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,N/A,,"22,744",R,53.78,46.22,.00,.00,53.78,46.22,,,
President,19601108,N/A,Illinois,0,27,0,"4,757,409","2,368,988","Nixon, Richard M. ",Challenger,"2,377,846","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,"10,575",,"8,858",D,49.80,49.98,.00,.22,49.91,50.09,,,
President,19601108,N/A,Indiana,13,0,0,"2,135,360","1,175,120","Nixon, Richard M. ",Challenger,"952,358","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,"7,882",,"222,762",R,55.03,44.60,.00,.37,55.24,44.76,,,
President,19601108,N/A,Iowa,10,0,0,"1,273,810","722,381","Nixon, Richard M. ",Challenger,"550,565","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,864,,"171,816",R,56.71,43.22,.00,.07,56.75,43.25,,,
President,19601108,N/A,Kansas,8,0,0,"928,825","561,474","Nixon, Richard M. ",Challenger,"363,213","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,"4,138",,"198,261",R,60.45,39.10,.00,.45,60.72,39.28,,,
President,19601108,N/A,Kentucky,10,0,0,"1,124,462","602,607","Nixon, Richard M. ",Challenger,"521,855","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,N/A,,"80,752",R,53.59,46.41,.00,.00,53.59,46.41,,,
President,19601108,N/A,Louisiana,0,10,0,"807,891","230,980","Nixon, Richard M. ",Challenger,"407,339","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,"169,572",,"176,359",D,28.59,50.42,.00,20.99,36.19,63.81,,,
President,19601108,N/A,Maine,5,0,0,"421,767","240,608","Nixon, Richard M. ",Challenger,"181,159","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,N/A,,"59,449",R,57.05,42.95,.00,.00,57.05,42.95,,,
President,19601108,N/A,Maryland,0,9,0,"1,055,349","489,538","Nixon, Richard M. ",Challenger,"565,808","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,3,,"76,270",D,46.39,53.61,.00,.00,46.39,53.61,,,
President,19601108,N/A,Massachusetts,0,16,0,"2,469,480","976,750","Nixon, Richard M. ",Challenger,"1,487,174","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,"5,556",,"510,424",D,39.55,60.22,.00,.22,39.64,60.36,,,
President,19601108,N/A,Michigan,0,20,0,"3,318,097","1,620,428","Nixon, Richard M. ",Challenger,"1,687,269","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,"10,400",,"66,841",D,48.84,50.85,.00,.31,48.99,51.01,,,
President,19601108,N/A,Minnesota,0,11,0,"1,541,887","757,915","Nixon, Richard M. ",Challenger,"779,933","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,"4,039",,"22,018",D,49.16,50.58,.00,.26,49.28,50.72,,,
President,19601108,N/A,Mississippi,0,0,8,"298,171","73,561","Nixon, Richard M. ",Challenger,"108,362","Kennedy, John F. ",Challenger,Unpledged Democrat,"116,248","Byrd, Harry F. ",Challenger,N/A,,"7,886",DU,24.67,36.34,38.99,.00,40.44,59.56,,,
President,19601108,N/A,Missouri,0,13,0,"1,934,422","962,221","Nixon, Richard M. ",Challenger,"972,201","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,N/A,,"9,980",D,49.74,50.26,.00,.00,49.74,50.26,,,
President,19601108,N/A,Montana,4,0,0,"277,579","141,841","Nixon, Richard M. ",Challenger,"134,891","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,847,,"6,950",R,51.10,48.60,.00,.31,51.26,48.74,,,
President,19601108,N/A,Nebraska,6,0,0,"613,095","380,553","Nixon, Richard M. ",Challenger,"232,542","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,N/A,,"148,011",R,62.07,37.93,.00,.00,62.07,37.93,,,
President,19601108,N/A,Nevada,0,3,0,"107,267","52,387","Nixon, Richard M. ",Challenger,"54,880","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,N/A,,"2,493",D,48.84,51.16,.00,.00,48.84,51.16,,,
President,19601108,N/A,New Hampshire,4,0,0,"295,761","157,989","Nixon, Richard M. ",Challenger,"137,772","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,N/A,,"20,217",R,53.42,46.58,.00,.00,53.42,46.58,,,
President,19601108,N/A,New Jersey,0,16,0,"2,773,111","1,363,324","Nixon, Richard M. ",Challenger,"1,385,415","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,"24,372",,"22,091",D,49.16,49.96,.00,.88,49.60,50.40,,,
President,19601108,N/A,New Mexico,0,4,0,"311,107","153,733","Nixon, Richard M. ",Challenger,"156,027","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,"1,347",,"2,294",D,49.41,50.15,.00,.43,49.63,50.37,,,
President,19601108,N/A,New York,0,45,0,"7,291,079","3,446,419","Nixon, Richard M. ",Challenger,"3,830,085","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,"14,575",,"383,666",D,47.27,52.53,.00,.20,47.36,52.64,,,
President,19601108,N/A,North Carolina,0,14,0,"1,368,556","655,420","Nixon, Richard M. ",Challenger,"713,136","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,N/A,,"57,716",D,47.89,52.11,.00,.00,47.89,52.11,,,
President,19601108,N/A,North Dakota,4,0,0,"278,431","154,310","Nixon, Richard M. ",Challenger,"123,963","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,158,,"30,347",R,55.42,44.52,.00,.06,55.45,44.55,,,
President,19601108,N/A,Ohio,25,0,0,"4,161,859","2,217,611","Nixon, Richard M. ",Challenger,"1,944,248","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,N/A,,"273,363",R,53.28,46.72,.00,.00,53.28,46.72,,,
President,19601108,N/A,Oklahoma,7,0,1,"903,150","533,039","Nixon, Richard M. ",Challenger,"370,111","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,N/A,,"162,928",R,59.02,40.98,.00,.00,59.02,40.98,,,
President,19601108,N/A,Oregon,6,0,0,"776,421","408,060","Nixon, Richard M. ",Challenger,"367,402","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,959,,"40,658",R,52.56,47.32,.00,.12,52.62,47.38,,,
President,19601108,N/A,Pennsylvania,0,32,0,"5,006,541","2,439,956","Nixon, Richard M. ",Challenger,"2,556,282","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,"10,303",,"116,326",D,48.74,51.06,.00,.21,48.84,51.16,,,
President,19601108,N/A,Rhode Island,0,4,0,"405,535","147,502","Nixon, Richard M. ",Challenger,"258,032","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,1,,"110,530",D,36.37,63.63,.00,.00,36.37,63.63,,,
President,19601108,N/A,South Carolina,0,8,0,"386,688","188,558","Nixon, Richard M. ",Challenger,"198,129","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,1,,"9,571",D,48.76,51.24,.00,.00,48.76,51.24,,,
President,19601108,N/A,South Dakota,4,0,0,"306,487","178,417","Nixon, Richard M. ",Challenger,"128,070","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,N/A,,"50,347",R,58.21,41.79,.00,.00,58.21,41.79,,,
President,19601108,N/A,Tennessee,11,0,0,"1,051,792","556,577","Nixon, Richard M. ",Challenger,"481,453","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,"13,762",,"75,124",R,52.92,45.77,.00,1.31,53.62,46.38,,,
President,19601108,N/A,Texas,0,24,0,"2,311,084","1,121,310","Nixon, Richard M. ",Challenger,"1,167,567","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,"22,207",,"46,257",D,48.52,50.52,.00,.96,48.99,51.01,,,
President,19601108,N/A,Utah,4,0,0,"374,709","205,361","Nixon, Richard M. ",Challenger,"169,248","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,100,,"36,113",R,54.81,45.17,.00,.03,54.82,45.18,,,
President,19601108,N/A,Vermont,3,0,0,"167,324","98,131","Nixon, Richard M. ",Challenger,"69,186","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,7,,"28,945",R,58.65,41.35,.00,.00,58.65,41.35,,,
President,19601108,N/A,Virginia,12,0,0,"771,449","404,521","Nixon, Richard M. ",Challenger,"362,327","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,"4,601",,"42,194",R,52.44,46.97,.00,.60,52.75,47.25,,,
President,19601108,N/A,Washington,9,0,0,"1,241,572","629,273","Nixon, Richard M. ",Challenger,"599,298","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,"13,001",,"29,975",R,50.68,48.27,.00,1.05,51.22,48.78,,,
President,19601108,N/A,West Virginia,0,8,0,"837,781","395,995","Nixon, Richard M. ",Challenger,"441,786","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,N/A,,"45,791",D,47.27,52.73,.00,.00,47.27,52.73,,,
President,19601108,N/A,Wisconsin,12,0,0,"1,729,082","895,175","Nixon, Richard M. ",Challenger,"830,805","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,"3,102",,"64,370",R,51.77,48.05,.00,.18,51.86,48.14,,,
President,19601108,N/A,Wyoming,3,0,0,"140,782","77,451","Nixon, Richard M. ",Challenger,"63,331","Kennedy, John F. ",Challenger,Unpledged Democrat,N/A,"Byrd, Harry F. ",Challenger,N/A,,"14,120",R,55.01,44.99,.00,.00,55.01,44.99,,,
,
CensusPopAll,AreaAll,ElectoralRepVotesAll,ElectoralDemVotesAll,ElectoralOtherVotesAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,United States,219,306,15,"68,838,219","34,108,157","34,226,731","116,248","387,083","118,574",D,49.55,49.72,.17,.56,49.91,50.09
