PRESIDENT 1972 State Summary
,
Office,RaceDate,CensusPop,Area,ElectoralRepVotes,ElectoralDemVotes,ElectoralOtherVotes,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,OtherDetail,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,PopularRaceNotes,ElectoralRaceNotes
President,19721107,N/A,Georgia,12,0,0,"1,174,772","881,496","Nixon, Richard M. ",Incumbent,"289,529","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,"3,747",,"591,967",R,75.04,24.65,.00,.32,75.28,24.72,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,Hawaii,4,0,0,"270,274","168,865","Nixon, Richard M. ",Incumbent,"101,409","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,N/A,,"67,456",R,62.48,37.52,.00,.00,62.48,37.52,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,Idaho,4,0,0,"310,379","199,384","Nixon, Richard M. ",Incumbent,"80,826","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,"30,169",,"118,558",R,64.24,26.04,.00,9.72,71.16,28.84,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,Illinois,26,0,0,"4,723,236","2,788,179","Nixon, Richard M. ",Incumbent,"1,913,472","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,"21,585",,"874,707",R,59.03,40.51,.00,.46,59.30,40.70,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,Indiana,13,0,0,"2,125,529","1,405,154","Nixon, Richard M. ",Incumbent,"708,568","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,"11,807",,"696,586",R,66.11,33.34,.00,.56,66.48,33.52,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,Iowa,8,0,0,"1,225,944","706,207","Nixon, Richard M. ",Incumbent,"496,206","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,"23,531",,"210,001",R,57.61,40.48,.00,1.92,58.73,41.27,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,Kansas,7,0,0,"916,095","619,812","Nixon, Richard M. ",Incumbent,"270,287","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,"25,996",,"349,525",R,67.66,29.50,.00,2.84,69.63,30.37,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,Kentucky,9,0,0,"1,067,499","676,446","Nixon, Richard M. ",Incumbent,"371,159","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,"19,894",,"305,287",R,63.37,34.77,.00,1.86,64.57,35.43,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,Louisiana,10,0,0,"1,051,491","686,852","Nixon, Richard M. ",Incumbent,"298,142","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,"66,497",,"388,710",R,65.32,28.35,.00,6.32,69.73,30.27,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,Maine,4,0,0,"417,042","256,458","Nixon, Richard M. ",Incumbent,"160,584","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,N/A,,"95,874",R,61.49,38.51,.00,.00,61.49,38.51,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,Maryland,10,0,0,"1,353,812","829,305","Nixon, Richard M. ",Incumbent,"505,781","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,"18,726",,"323,524",R,61.26,37.36,.00,1.38,62.12,37.88,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,Massachusetts,0,14,0,"2,458,756","1,112,078","Nixon, Richard M. ",Incumbent,"1,332,540","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,"14,138",,"220,462",D,45.23,54.20,.00,.58,45.49,54.51,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,Michigan,21,0,0,"3,489,727","1,961,721","Nixon, Richard M. ",Incumbent,"1,459,435","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,"68,571",,"502,286",R,56.21,41.82,.00,1.96,57.34,42.66,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,Minnesota,10,0,0,"1,741,652","898,269","Nixon, Richard M. ",Incumbent,"802,346","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,"41,037",,"95,923",R,51.58,46.07,.00,2.36,52.82,47.18,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,Mississippi,7,0,0,"645,963","505,125","Nixon, Richard M. ",Incumbent,"126,782","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,"14,056",,"378,343",R,78.20,19.63,.00,2.18,79.94,20.06,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,Missouri,12,0,0,"1,855,803","1,153,852","Nixon, Richard M. ",Incumbent,"697,147","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,"4,804",,"456,705",R,62.18,37.57,.00,.26,62.34,37.66,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,Montana,4,0,0,"317,603","183,976","Nixon, Richard M. ",Incumbent,"120,197","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,"13,430",,"63,779",R,57.93,37.85,.00,4.23,60.48,39.52,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,Nebraska,5,0,0,"576,289","406,298","Nixon, Richard M. ",Incumbent,"169,991","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,N/A,,"236,307",R,70.50,29.50,.00,.00,70.50,29.50,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,Nevada,3,0,0,"181,766","115,750","Nixon, Richard M. ",Incumbent,"66,016","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,N/A,,"49,734",R,63.68,36.32,.00,.00,63.68,36.32,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,New Hampshire,4,0,0,"334,055","213,724","Nixon, Richard M. ",Incumbent,"116,435","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,"3,896",,"97,289",R,63.98,34.86,.00,1.17,64.73,35.27,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,New Jersey,17,0,0,"2,997,229","1,845,502","Nixon, Richard M. ",Incumbent,"1,102,211","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,"49,516",,"743,291",R,61.57,36.77,.00,1.65,62.61,37.39,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,New Mexico,4,0,0,"386,241","235,606","Nixon, Richard M. ",Incumbent,"141,084","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,"9,551",,"94,522",R,61.00,36.53,.00,2.47,62.55,37.45,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,New York,41,0,0,"7,165,919","4,192,778","Nixon, Richard M. ",Incumbent,"2,951,084","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,"22,057",,"1,241,694",R,58.51,41.18,.00,.31,58.69,41.31,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,North Carolina,13,0,0,"1,518,612","1,054,889","Nixon, Richard M. ",Incumbent,"438,705","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,"25,018",,"616,184",R,69.46,28.89,.00,1.65,70.63,29.37,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,North Dakota,3,0,0,"280,514","174,109","Nixon, Richard M. ",Incumbent,"100,384","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,"6,021",,"73,725",R,62.07,35.79,.00,2.15,63.43,36.57,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,Ohio,25,0,0,"4,094,787","2,441,827","Nixon, Richard M. ",Incumbent,"1,558,889","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,"94,071",,"882,938",R,59.63,38.07,.00,2.30,61.03,38.97,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,Oklahoma,8,0,0,"1,029,900","759,025","Nixon, Richard M. ",Incumbent,"247,147","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,"23,728",,"511,878",R,73.70,24.00,.00,2.30,75.44,24.56,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,Oregon,6,0,0,"927,946","486,686","Nixon, Richard M. ",Incumbent,"392,760","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,"48,500",,"93,926",R,52.45,42.33,.00,5.23,55.34,44.66,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,Pennsylvania,27,0,0,"4,592,106","2,714,521","Nixon, Richard M. ",Incumbent,"1,796,951","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,"80,634",,"917,570",R,59.11,39.13,.00,1.76,60.17,39.83,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,Rhode Island,4,0,0,"415,808","220,383","Nixon, Richard M. ",Incumbent,"194,645","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,780,,"25,738",R,53.00,46.81,.00,.19,53.10,46.90,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,South Carolina,8,0,0,"673,960","477,044","Nixon, Richard M. ",Incumbent,"186,824","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,"10,092",,"290,220",R,70.78,27.72,.00,1.50,71.86,28.14,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,South Dakota,4,0,0,"307,415","166,476","Nixon, Richard M. ",Incumbent,"139,945","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,994,,"26,531",R,54.15,45.52,.00,.32,54.33,45.67,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,Tennessee,10,0,0,"1,201,182","813,147","Nixon, Richard M. ",Incumbent,"357,293","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,"30,742",,"455,854",R,67.70,29.75,.00,2.56,69.47,30.53,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,Texas,26,0,0,"3,471,285","2,298,896","Nixon, Richard M. ",Incumbent,"1,154,293","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,"18,096",,"1,144,603",R,66.23,33.25,.00,.52,66.57,33.43,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,Utah,4,0,0,"478,476","323,643","Nixon, Richard M. ",Incumbent,"126,284","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,"28,549",,"197,359",R,67.64,26.39,.00,5.97,71.93,28.07,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,Vermont,3,0,0,"186,947","117,149","Nixon, Richard M. ",Incumbent,"68,174","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,"1,624",,"48,975",R,62.66,36.47,.00,.87,63.21,36.79,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,Virginia,11,0,1,"1,457,019","988,493","Nixon, Richard M. ",Incumbent,"438,887","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,"29,639",,"549,606",R,67.84,30.12,.00,2.03,69.25,30.75,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,Washington,9,0,0,"1,470,847","837,135","Nixon, Richard M. ",Incumbent,"568,334","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,"65,378",,"268,801",R,56.92,38.64,.00,4.44,59.56,40.44,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,West Virginia,6,0,0,"762,399","484,964","Nixon, Richard M. ",Incumbent,"277,435","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,N/A,,"207,529",R,63.61,36.39,.00,.00,63.61,36.39,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,Wisconsin,11,0,0,"1,852,890","989,430","Nixon, Richard M. ",Incumbent,"810,174","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,"53,286",,"179,256",R,53.40,43.72,.00,2.88,54.98,45.02,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19721107,N/A,Wyoming,3,0,0,"145,570","100,464","Nixon, Richard M. ",Incumbent,"44,358","McGovern, George S. ",Challenger,N/A,N/A,N/A,N/A,748,,"56,106",R,69.01,30.47,.00,.51,69.37,30.63,,"In Texas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
,
CensusPopAll,AreaAll,ElectoralRepVotesAll,ElectoralDemVotesAll,ElectoralOtherVotesAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,United States,520,17,1,"77,718,558","47,169,911","29,170,387",N/A,"1,378,260","17,999,524",R,60.69,37.53,.00,1.77,61.79,38.21
